temperatura;int_arraial;dir_arraial;u_arraial;v_arraial;EkT_arraial;EkB_arraial;int_copa;dir_copa;u_copa;v_copa;EkT_copa;EkB_copa;elevacao
20.7;4.98;202.27;-4.61;-1.89;-0.13;-0.16;0.82;38.356;0.64;0.51;-0.02;0.57;0.07
20.73;4.98;202.18;-4.61;-1.88;-0.13;-0.17;0.84;36.926;0.67;0.5;-0.02;0.5;0.07
20.77;4.98;202.07;-4.61;-1.87;-0.13;-0.18;0.86;35.759;0.7;0.5;-0.02;0.42;0.07
20.8;4.97;201.93;-4.61;-1.86;-0.13;-0.18;0.88;34.836;0.72;0.5;-0.02;0.33;0.08
20.84;4.95;201.78;-4.6;-1.84;-0.12;-0.19;0.9;34.144;0.74;0.5;-0.02;0.25;0.08
20.88;4.94;201.6;-4.59;-1.82;-0.12;-0.2;0.91;33.672;0.76;0.51;-0.02;0.15;0.08
20.93;4.92;201.4;-4.58;-1.8;-0.12;-0.21;0.92;33.41;0.77;0.51;-0.03;0.06;0.08
20.98;4.9;201.19;-4.57;-1.77;-0.12;-0.21;0.93;33.355;0.78;0.51;-0.03;-0.04;0.09
21.03;4.88;200.96;-4.55;-1.74;-0.12;-0.22;0.94;33.503;0.78;0.52;-0.03;-0.13;0.09
21.08;4.85;200.72;-4.54;-1.72;-0.12;-0.23;0.94;33.855;0.78;0.52;-0.03;-0.23;0.09
21.13;4.83;200.48;-4.53;-1.69;-0.12;-0.23;0.93;34.417;0.77;0.53;-0.03;-0.33;0.09
21.19;4.81;200.22;-4.51;-1.66;-0.12;-0.24;0.93;35.194;0.76;0.53;-0.03;-0.43;0.1
21.25;4.78;199.97;-4.5;-1.63;-0.12;-0.24;0.92;36.198;0.74;0.54;-0.03;-0.52;0.1
21.32;4.76;199.71;-4.48;-1.61;-0.12;-0.25;0.91;37.444;0.72;0.55;-0.02;-0.62;0.1
21.39;4.74;199.46;-4.47;-1.58;-0.12;-0.25;0.89;38.95;0.69;0.56;-0.02;-0.71;0.11
21.46;4.72;199.21;-4.46;-1.55;-0.12;-0.25;0.87;40.74;0.66;0.57;-0.02;-0.8;0.11
21.53;4.71;198.97;-4.45;-1.53;-0.12;-0.25;0.85;42.841;0.62;0.58;-0.02;-0.88;0.11
21.6;4.69;198.74;-4.44;-1.51;-0.12;-0.25;0.83;45.287;0.58;0.59;-0.02;-0.96;0.12
21.68;4.68;198.53;-4.44;-1.49;-0.12;-0.25;0.8;48.111;0.53;0.6;-0.02;-1.03;0.12
21.76;4.67;198.34;-4.43;-1.47;-0.12;-0.25;0.78;51.353;0.48;0.61;-0.02;-1.1;0.12
21.84;4.67;198.17;-4.43;-1.46;-0.12;-0.24;0.75;55.051;0.43;0.62;-0.02;-1.16;0.13
21.93;4.67;198.03;-4.44;-1.44;-0.12;-0.23;0.73;59.238;0.37;0.62;-0.02;-1.22;0.13
22.01;4.67;197.91;-4.44;-1.44;-0.12;-0.23;0.71;63.934;0.31;0.63;-0.02;-1.27;0.13
22.1;4.67;197.82;-4.45;-1.43;-0.12;-0.22;0.69;69.139;0.24;0.64;-0.02;-1.31;0.13
22.19;4.68;197.76;-4.46;-1.43;-0.12;-0.2;0.67;74.821;0.18;0.65;-0.02;-1.35;0.14
22.28;4.7;197.73;-4.47;-1.43;-0.12;-0.19;0.67;80.909;0.11;0.66;-0.02;-1.38;0.14
22.37;4.72;197.74;-4.49;-1.44;-0.12;-0.18;0.66;87.288;0.03;0.66;-0.02;-1.4;0.14
22.46;4.74;197.77;-4.51;-1.45;-0.12;-0.16;0.67;93.808;-0.04;0.67;-0.02;-1.42;0.14
22.55;4.76;197.85;-4.53;-1.46;-0.12;-0.15;0.68;100.3;-0.12;0.67;-0.02;-1.43;0.15
22.64;4.79;197.95;-4.56;-1.48;-0.12;-0.13;0.71;106.62;-0.2;0.68;-0.02;-1.43;0.15
22.72;4.83;198.08;-4.59;-1.5;-0.12;-0.11;0.73;112.62;-0.28;0.68;-0.02;-1.42;0.15
22.81;4.87;198.25;-4.62;-1.52;-0.12;-0.09;0.77;118.23;-0.36;0.68;-0.02;-1.41;0.15
22.9;4.91;198.45;-4.66;-1.55;-0.12;-0.07;0.81;123.38;-0.45;0.68;-0.02;-1.4;0.15
22.98;4.95;198.67;-4.69;-1.59;-0.12;-0.05;0.86;128.08;-0.53;0.68;-0.02;-1.37;0.15
23.06;5;198.92;-4.73;-1.62;-0.13;-0.03;0.91;132.33;-0.61;0.67;-0.02;-1.34;0.15
23.14;5.05;199.19;-4.77;-1.66;-0.13;-0.01;0.97;136.17;-0.7;0.67;-0.03;-1.31;0.15
23.22;5.11;199.49;-4.82;-1.7;-0.13;0.01;1.02;139.63;-0.78;0.66;-0.03;-1.27;0.15
23.29;5.17;199.8;-4.86;-1.75;-0.13;0.04;1.08;142.76;-0.86;0.65;-0.03;-1.23;0.15
23.36;5.23;200.13;-4.91;-1.8;-0.13;0.06;1.14;145.6;-0.94;0.64;-0.03;-1.18;0.15
23.42;5.29;200.48;-4.96;-1.85;-0.13;0.08;1.2;148.17;-1.02;0.63;-0.03;-1.13;0.15
23.48;5.36;200.84;-5.01;-1.9;-0.14;0.1;1.26;150.52;-1.1;0.62;-0.03;-1.08;0.15
23.54;5.42;201.2;-5.06;-1.96;-0.14;0.12;1.32;152.66;-1.17;0.61;-0.04;-1.02;0.15
23.59;5.49;201.58;-5.11;-2.02;-0.14;0.14;1.38;154.64;-1.25;0.59;-0.04;-0.96;0.14
23.64;5.56;201.96;-5.16;-2.08;-0.14;0.16;1.44;156.46;-1.32;0.58;-0.04;-0.9;0.14
23.68;5.64;202.35;-5.21;-2.14;-0.14;0.18;1.5;158.15;-1.39;0.56;-0.04;-0.83;0.14
23.71;5.71;202.74;-5.27;-2.21;-0.14;0.2;1.55;159.72;-1.46;0.54;-0.04;-0.77;0.14
23.74;5.78;203.13;-5.32;-2.27;-0.15;0.22;1.61;161.19;-1.52;0.52;-0.04;-0.7;0.13
23.77;5.86;203.52;-5.37;-2.34;-0.15;0.24;1.66;162.56;-1.58;0.5;-0.05;-0.63;0.13
23.78;5.94;203.91;-5.43;-2.41;-0.15;0.25;1.71;163.85;-1.64;0.48;-0.05;-0.56;0.13
23.8;6.01;204.29;-5.48;-2.47;-0.15;0.27;1.76;165.07;-1.7;0.45;-0.05;-0.5;0.12
23.8;6.09;204.67;-5.53;-2.54;-0.15;0.28;1.8;166.22;-1.75;0.43;-0.05;-0.43;0.12
23.8;6.16;205.05;-5.58;-2.61;-0.16;0.29;1.85;167.31;-1.8;0.41;-0.05;-0.37;0.12
23.8;6.24;205.41;-5.63;-2.68;-0.16;0.3;1.88;168.34;-1.85;0.38;-0.05;-0.3;0.11
23.78;6.31;205.77;-5.68;-2.74;-0.16;0.31;1.92;169.32;-1.89;0.36;-0.05;-0.24;0.11
23.76;6.39;206.12;-5.73;-2.81;-0.16;0.31;1.96;170.25;-1.93;0.33;-0.05;-0.18;0.11
23.74;6.46;206.46;-5.78;-2.88;-0.16;0.32;1.99;171.14;-1.96;0.31;-0.05;-0.12;0.1
23.71;6.53;206.79;-5.83;-2.94;-0.16;0.32;2.01;171.98;-2;0.28;-0.06;-0.07;0.1
23.67;6.6;207.11;-5.87;-3.01;-0.17;0.32;2.04;172.79;-2.02;0.26;-0.06;-0.02;0.09
23.63;6.67;207.42;-5.92;-3.07;-0.17;0.32;2.06;173.56;-2.05;0.23;-0.06;0.03;0.09
23.58;6.73;207.71;-5.96;-3.13;-0.17;0.31;2.08;174.29;-2.07;0.21;-0.06;0.08;0.09
23.53;6.8;207.99;-6;-3.19;-0.17;0.31;2.1;174.99;-2.09;0.18;-0.06;0.12;0.08
23.47;6.86;208.26;-6.04;-3.25;-0.17;0.3;2.11;175.65;-2.11;0.16;-0.06;0.16;0.08
23.41;6.92;208.52;-6.08;-3.3;-0.17;0.29;2.13;176.28;-2.12;0.14;-0.06;0.19;0.08
23.34;6.98;208.76;-6.12;-3.36;-0.18;0.28;2.13;176.88;-2.13;0.12;-0.06;0.23;0.07
23.26;7.03;208.99;-6.15;-3.41;-0.18;0.26;2.14;177.45;-2.14;0.1;-0.06;0.25;0.07
23.19;7.08;209.2;-6.18;-3.46;-0.18;0.25;2.15;177.98;-2.14;0.08;-0.06;0.28;0.06
23.11;7.13;209.39;-6.22;-3.5;-0.18;0.23;2.15;178.49;-2.15;0.06;-0.06;0.3;0.06
23.02;7.18;209.58;-6.25;-3.54;-0.18;0.21;2.15;178.97;-2.15;0.04;-0.06;0.32;0.06
22.94;7.22;209.74;-6.27;-3.58;-0.18;0.19;2.15;179.41;-2.15;0.02;-0.06;0.34;0.06
22.85;7.26;209.89;-6.3;-3.62;-0.18;0.17;2.14;179.83;-2.14;0.01;-0.06;0.36;0.05
22.76;7.3;210.03;-6.32;-3.65;-0.18;0.15;2.13;180.22;-2.13;-0.01;-0.06;0.37;0.05
22.66;7.34;210.15;-6.34;-3.68;-0.18;0.13;2.13;180.59;-2.13;-0.02;-0.06;0.38;0.05
22.57;7.37;210.25;-6.36;-3.71;-0.19;0.11;2.12;180.92;-2.12;-0.03;-0.06;0.4;0.05
22.47;7.39;210.34;-6.38;-3.73;-0.19;0.09;2.11;181.24;-2.11;-0.05;-0.06;0.41;0.04
22.37;7.42;210.42;-6.39;-3.75;-0.19;0.07;2.09;181.53;-2.09;-0.06;-0.06;0.42;0.04
22.27;7.43;210.48;-6.41;-3.77;-0.19;0.05;2.08;181.8;-2.08;-0.07;-0.06;0.43;0.04
22.17;7.45;210.52;-6.42;-3.78;-0.19;0.03;2.06;182.04;-2.06;-0.07;-0.06;0.44;0.04
22.08;7.46;210.56;-6.42;-3.79;-0.19;0.02;2.04;182.27;-2.04;-0.08;-0.06;0.45;0.04
21.98;7.47;210.58;-6.43;-3.8;-0.19;0.01;2.03;182.48;-2.02;-0.09;-0.06;0.46;0.04
21.88;7.47;210.59;-6.43;-3.8;-0.19;0;2.01;182.67;-2;-0.09;-0.05;0.47;0.04
21.79;7.47;210.58;-6.43;-3.8;-0.19;-0.01;1.98;182.86;-1.98;-0.1;-0.05;0.49;0.04
21.69;7.46;210.57;-6.42;-3.79;-0.19;-0.01;1.96;183.02;-1.96;-0.1;-0.05;0.5;0.04
21.6;7.45;210.54;-6.42;-3.79;-0.19;-0.01;1.93;183.18;-1.93;-0.11;-0.05;0.52;0.04
21.51;7.43;210.51;-6.4;-3.77;-0.19;0;1.91;183.34;-1.9;-0.11;-0.05;0.55;0.04
21.42;7.41;210.46;-6.39;-3.76;-0.19;0;1.88;183.48;-1.88;-0.11;-0.05;0.57;0.04
21.34;7.39;210.41;-6.37;-3.74;-0.19;0.02;1.85;183.63;-1.85;-0.12;-0.05;0.6;0.04
21.25;7.36;210.36;-6.35;-3.72;-0.19;0.04;1.82;183.78;-1.81;-0.12;-0.05;0.63;0.04
21.17;7.32;210.29;-6.32;-3.69;-0.18;0.06;1.78;183.92;-1.78;-0.12;-0.05;0.66;0.05
21.1;7.28;210.23;-6.29;-3.66;-0.18;0.09;1.75;184.08;-1.74;-0.12;-0.05;0.7;0.05
21.03;7.23;210.16;-6.25;-3.63;-0.18;0.12;1.71;184.24;-1.71;-0.13;-0.05;0.74;0.05
20.96;7.18;210.08;-6.21;-3.6;-0.18;0.16;1.67;184.42;-1.66;-0.13;-0.05;0.79;0.05
20.89;7.12;210.01;-6.16;-3.56;-0.18;0.2;1.63;184.61;-1.62;-0.13;-0.04;0.84;0.06
20.83;7.05;209.94;-6.11;-3.52;-0.18;0.25;1.58;184.83;-1.57;-0.13;-0.04;0.89;0.06
20.78;6.98;209.86;-6.05;-3.48;-0.18;0.3;1.53;185.06;-1.52;-0.14;-0.04;0.95;0.07
20.73;6.9;209.8;-5.99;-3.43;-0.17;0.36;1.48;185.33;-1.47;-0.14;-0.04;1.01;0.07
20.68;6.82;209.73;-5.92;-3.38;-0.17;0.42;1.42;185.63;-1.41;-0.14;-0.04;1.07;0.07
20.64;6.73;209.67;-5.85;-3.33;-0.17;0.49;1.36;185.98;-1.36;-0.14;-0.04;1.14;0.08
20.6;6.63;209.62;-5.76;-3.28;-0.17;0.56;1.3;186.38;-1.29;-0.14;-0.04;1.21;0.08
20.57;6.53;209.57;-5.68;-3.22;-0.16;0.63;1.23;186.85;-1.22;-0.15;-0.03;1.28;0.09
20.54;6.42;209.54;-5.58;-3.16;-0.16;0.71;1.16;187.4;-1.15;-0.15;-0.03;1.35;0.09
20.52;6.3;209.52;-5.48;-3.1;-0.16;0.79;1.09;188.06;-1.08;-0.15;-0.03;1.43;0.1
20.5;6.17;209.51;-5.37;-3.04;-0.16;0.88;1.01;188.85;-1;-0.16;-0.03;1.5;0.1
20.48;6.04;209.51;-5.25;-2.97;-0.15;0.97;0.93;189.82;-0.91;-0.16;-0.03;1.58;0.11
20.47;5.9;209.53;-5.13;-2.91;-0.15;1.06;0.84;191.03;-0.82;-0.16;-0.02;1.65;0.11
20.47;5.75;209.57;-5;-2.84;-0.14;1.15;0.75;192.6;-0.73;-0.16;-0.02;1.72;0.12
20.47;5.59;209.64;-4.86;-2.77;-0.14;1.24;0.65;194.68;-0.63;-0.17;-0.02;1.79;0.12
20.48;5.43;209.72;-4.72;-2.69;-0.14;1.33;0.56;197.57;-0.53;-0.17;-0.02;1.86;0.13
20.49;5.26;209.83;-4.56;-2.62;-0.13;1.42;0.46;201.84;-0.43;-0.17;-0.01;1.93;0.13
20.51;5.08;209.97;-4.4;-2.54;-0.13;1.51;0.36;208.68;-0.32;-0.17;-0.01;1.99;0.14
20.53;4.9;210.14;-4.24;-2.46;-0.12;1.59;0.27;220.83;-0.2;-0.17;-0.01;2.04;0.14
20.55;4.71;210.35;-4.07;-2.38;-0.12;1.67;0.2;244.31;-0.08;-0.18;-0.01;2.09;0.15
20.58;4.51;210.6;-3.89;-2.3;-0.11;1.75;0.18;281.42;0.04;-0.18;0;2.14;0.15
20.62;4.31;210.9;-3.7;-2.21;-0.11;1.83;0.24;311.77;0.16;-0.18;-0.01;2.17;0.16
20.66;4.1;211.25;-3.51;-2.13;-0.1;1.9;0.34;327.91;0.28;-0.18;-0.01;2.2;0.16
20.7;3.89;211.66;-3.31;-2.04;-0.11;1.97;0.45;336.58;0.41;-0.18;-0.01;2.22;0.17
20.75;3.67;212.15;-3.11;-1.95;-0.1;2.03;0.57;341.78;0.54;-0.18;-0.02;2.23;0.17
20.8;3.45;212.72;-2.9;-1.86;-0.09;2.08;0.69;345.21;0.67;-0.18;-0.02;2.23;0.18
20.86;3.22;213.4;-2.69;-1.77;-0.09;2.12;0.82;347.62;0.8;-0.18;-0.02;2.22;0.18
20.91;2.99;214.2;-2.48;-1.68;-0.08;2.16;0.95;349.42;0.93;-0.17;-0.03;2.2;0.19
20.98;2.76;215.16;-2.26;-1.59;-0.08;2.19;1.08;350.8;1.06;-0.17;-0.03;2.18;0.19
21.04;2.53;216.31;-2.04;-1.5;-0.07;2.21;1.2;351.91;1.19;-0.17;-0.03;2.13;0.19
21.11;2.3;217.71;-1.82;-1.41;-0.06;2.22;1.33;352.82;1.32;-0.17;-0.04;2.08;0.2
21.18;2.07;219.43;-1.6;-1.31;-0.06;2.22;1.45;353.58;1.44;-0.16;-0.04;2.02;0.2
21.26;1.84;221.59;-1.38;-1.22;-0.05;2.22;1.57;354.23;1.57;-0.16;-0.04;1.95;0.2
21.34;1.61;224.35;-1.15;-1.13;-0.04;2.2;1.69;354.79;1.68;-0.15;-0.05;1.87;0.21
21.42;1.39;227.95;-0.93;-1.04;-0.04;2.17;1.8;355.29;1.8;-0.15;-0.05;1.77;0.21
21.5;1.18;232.81;-0.72;-0.94;-0.03;2.13;1.91;355.73;1.91;-0.14;-0.05;1.67;0.21
21.58;0.99;239.57;-0.5;-0.85;-0.03;2.09;2.01;356.12;2.01;-0.14;-0.06;1.56;0.21
21.67;0.81;249.24;-0.29;-0.76;-0.02;2.03;2.11;356.48;2.11;-0.13;-0.06;1.43;0.21
21.75;0.68;263.11;-0.08;-0.67;-0.02;1.96;2.2;356.8;2.2;-0.12;-0.06;1.3;0.21
21.84;0.6;281.77;0.12;-0.58;-0.02;1.89;2.28;357.11;2.28;-0.12;-0.06;1.17;0.21
21.93;0.59;302.71;0.32;-0.5;-0.02;1.8;2.36;357.39;2.36;-0.11;-0.06;1.02;0.22
22.02;0.65;321.16;0.51;-0.41;-0.02;1.71;2.43;357.65;2.42;-0.1;-0.07;0.87;0.22
22.11;0.77;334.84;0.69;-0.33;-0.02;1.61;2.48;357.91;2.48;-0.09;-0.07;0.72;0.22
22.2;0.9;344.41;0.87;-0.24;-0.02;1.5;2.53;358.15;2.53;-0.08;-0.07;0.55;0.21
22.29;1.05;351.16;1.04;-0.16;-0.03;1.39;2.58;358.38;2.57;-0.07;-0.07;0.39;0.21
22.37;1.2;356.08;1.2;-0.08;-0.03;1.26;2.61;358.61;2.61;-0.06;-0.07;0.22;0.21
22.46;1.35;359.81;1.35;0;-0.04;1.14;2.63;358.84;2.63;-0.05;-0.07;0.05;0.21
22.55;1.49;27.377;1.49;0.07;-0.04;1;2.64;359.06;2.64;-0.04;-0.07;-0.12;0.21
22.64;1.63;51.065;1.62;0.14;-0.04;0.87;2.65;359.29;2.65;-0.03;-0.07;-0.29;0.21
22.72;1.76;7.081;1.74;0.22;-0.05;0.73;2.64;359.52;2.64;-0.02;-0.07;-0.46;0.21
22.8;1.88;87.701;1.86;0.29;-0.05;0.58;2.62;359.75;2.62;-0.01;-0.07;-0.63;0.21
22.89;1.99;10.249;1.96;0.35;-0.05;0.44;2.6;0.0023678;2.6;0;-0.07;-0.8;0.2
22.97;2.09;11.573;2.05;0.42;-0.06;0.3;2.56;0.2631;2.56;0.01;-0.07;-0.96;0.2
23.04;2.18;12.782;2.13;0.48;-0.06;0.15;2.52;0.54078;2.52;0.02;-0.07;-1.12;0.2
23.12;2.27;13.906;2.2;0.54;-0.06;0;2.47;0.83974;2.47;0.04;-0.07;-1.27;0.2
23.19;2.34;14.968;2.26;0.6;-0.06;-0.14;2.41;1.165;2.41;0.05;-0.07;-1.42;0.19
23.26;2.4;15.988;2.31;0.66;-0.07;-0.28;2.34;15.225;2.34;0.06;-0.06;-1.56;0.19
23.33;2.45;16.98;2.35;0.72;-0.07;-0.42;2.26;19.194;2.26;0.08;-0.06;-1.7;0.19
23.4;2.5;17.957;2.38;0.77;-0.07;-0.55;2.18;23.643;2.18;0.09;-0.06;-1.82;0.18
23.46;2.53;18.93;2.4;0.82;-0.07;-0.68;2.09;28.676;2.08;0.1;-0.06;-1.94;0.18
23.52;2.56;19.908;2.41;0.87;-0.07;-0.81;1.99;34.424;1.99;0.12;-0.05;-2.05;0.18
23.58;2.58;20.9;2.41;0.92;-0.07;-0.93;1.89;4.105;1.88;0.14;-0.05;-2.15;0.18
23.63;2.59;21.913;2.4;0.96;-0.07;-1.04;1.78;4.876;1.77;0.15;-0.05;-2.24;0.17
23.68;2.59;22.954;2.38;1.01;-0.07;-1.15;1.67;57.819;1.66;0.17;-0.05;-2.32;0.17
23.73;2.58;24.028;2.36;1.05;-0.07;-1.25;1.55;68.574;1.54;0.19;-0.04;-2.39;0.17
23.77;2.57;25.142;2.33;1.09;-0.07;-1.34;1.44;81.484;1.42;0.2;-0.04;-2.45;0.16
23.81;2.55;26.302;2.29;1.13;-0.07;-1.42;1.32;97.165;1.3;0.22;-0.04;-2.5;0.16
23.85;2.53;27.512;2.24;1.17;-0.07;-1.5;1.2;11.647;1.17;0.24;-0.03;-2.54;0.16
23.88;2.5;28.777;2.19;1.2;-0.07;-1.57;1.08;14.057;1.05;0.26;-0.03;-2.56;0.15
23.91;2.46;30.103;2.13;1.24;-0.07;-1.62;0.96;17.114;0.92;0.28;-0.03;-2.58;0.15
23.94;2.43;31.493;2.07;1.27;-0.07;-1.67;0.85;21.059;0.79;0.3;-0.02;-2.58;0.15
23.96;2.39;32.951;2;1.3;-0.07;-1.72;0.74;26.232;0.66;0.33;-0.02;-2.58;0.15
23.99;2.34;34.482;1.93;1.33;-0.06;-1.75;0.64;33.104;0.54;0.35;-0.02;-2.56;0.14
24;2.3;36.086;1.86;1.35;-0.06;-1.77;0.55;42.24;0.41;0.37;-0.02;-2.53;0.14
24.02;2.25;37.768;1.78;1.38;-0.06;-1.79;0.49;54.081;0.29;0.4;-0.01;-2.5;0.14
24.03;2.2;39.529;1.7;1.4;-0.06;-1.79;0.45;68.377;0.17;0.42;-0.01;-2.45;0.14
24.04;2.16;41.369;1.62;1.42;-0.06;-1.79;0.45;83.629;0.05;0.45;-0.01;-2.4;0.13
24.04;2.11;43.289;1.53;1.44;-0.06;-1.78;0.48;97.675;-0.06;0.47;-0.01;-2.34;0.13
24.04;2.06;45.287;1.45;1.46;-0.06;-1.77;0.53;109.15;-0.17;0.5;-0.01;-2.27;0.13
24.04;2.01;47.361;1.36;1.48;-0.05;-1.74;0.59;117.9;-0.28;0.53;-0.02;-2.19;0.13
24.04;1.97;49.508;1.28;1.49;-0.05;-1.71;0.67;124.41;-0.38;0.55;-0.02;-2.11;0.12
24.03;1.92;51.722;1.19;1.51;-0.05;-1.68;0.75;129.24;-0.47;0.58;-0.02;-2.02;0.12
24.02;1.88;53.999;1.1;1.52;-0.05;-1.64;0.83;132.85;-0.56;0.61;-0.02;-1.93;0.12
24.01;1.84;56.332;1.02;1.53;-0.05;-1.59;0.91;135.55;-0.65;0.63;-0.02;-1.83;0.12
24;1.8;58.713;0.93;1.54;-0.05;-1.54;0.98;137.59;-0.73;0.66;-0.03;-1.73;0.12
23.98;1.76;61.133;0.85;1.54;-0.05;-1.49;1.05;139.12;-0.8;0.69;-0.03;-1.63;0.11
23.96;1.73;63.583;0.77;1.55;-0.05;-1.43;1.12;140.26;-0.86;0.72;-0.03;-1.53;0.11
23.94;1.7;66.055;0.69;1.55;-0.05;-1.37;1.19;141.09;-0.92;0.75;-0.03;-1.42;0.11
23.92;1.67;68.54;0.61;1.55;-0.05;-1.31;1.25;141.67;-0.98;0.77;-0.03;-1.32;0.11
23.89;1.64;71.029;0.53;1.55;-0.04;-1.25;1.3;142.04;-1.03;0.8;-0.04;-1.22;0.11
23.86;1.61;73.515;0.46;1.55;-0.04;-1.18;1.35;142.23;-1.07;0.83;-0.04;-1.11;0.1
23.83;1.59;75.991;0.39;1.54;-0.04;-1.12;1.4;142.28;-1.11;0.86;-0.04;-1.02;0.1
23.8;1.57;78.451;0.31;1.54;-0.04;-1.06;1.44;142.2;-1.14;0.88;-0.04;-0.92;0.1
23.77;1.55;80.892;0.25;1.53;-0.04;-1;1.48;142.01;-1.17;0.91;-0.04;-0.83;0.1
23.74;1.53;83.31;0.18;1.52;-0.04;-0.94;1.51;141.72;-1.19;0.94;-0.04;-0.74;0.1
23.71;1.52;85.705;0.11;1.51;-0.04;-0.88;1.54;141.35;-1.2;0.96;-0.04;-0.65;0.09
23.67;1.5;88.077;0.05;1.5;-0.04;-0.83;1.57;140.9;-1.22;0.99;-0.04;-0.57;0.09
23.64;1.49;90.426;-0.01;1.49;-0.04;-0.78;1.59;140.38;-1.23;1.01;-0.04;-0.5;0.09
23.6;1.47;92.757;-0.07;1.47;-0.04;-0.73;1.61;139.81;-1.23;1.04;-0.04;-0.43;0.09
23.56;1.46;95.073;-0.13;1.46;-0.04;-0.69;1.63;139.18;-1.23;1.06;-0.04;-0.36;0.08
23.53;1.45;97.377;-0.19;1.44;-0.04;-0.65;1.64;138.51;-1.23;1.09;-0.04;-0.3;0.08
23.49;1.44;99.675;-0.24;1.42;-0.04;-0.61;1.65;137.8;-1.22;1.11;-0.05;-0.25;0.08
23.45;1.43;101.97;-0.3;1.4;-0.04;-0.58;1.66;137.07;-1.22;1.13;-0.05;-0.2;0.08
23.41;1.42;104.28;-0.35;1.38;-0.04;-0.55;1.67;136.31;-1.21;1.15;-0.05;-0.16;0.07
23.37;1.42;106.59;-0.4;1.36;-0.04;-0.53;1.67;135.54;-1.2;1.17;-0.05;-0.12;0.07
23.33;1.41;108.92;-0.46;1.34;-0.04;-0.51;1.68;134.76;-1.18;1.19;-0.05;-0.09;0.07
23.3;1.41;111.26;-0.51;1.31;-0.04;-0.5;1.68;133.98;-1.17;1.21;-0.05;-0.06;0.07
23.26;1.41;113.63;-0.56;1.29;-0.04;-0.49;1.69;133.21;-1.15;1.23;-0.05;-0.04;0.06
23.22;1.41;116.02;-0.62;1.26;-0.04;-0.49;1.69;132.45;-1.14;1.25;-0.05;-0.02;0.06
23.19;1.41;118.44;-0.67;1.24;-0.04;-0.49;1.69;131.72;-1.13;1.26;-0.05;-0.01;0.06
23.15;1.41;120.88;-0.73;1.21;-0.04;-0.49;1.69;131.02;-1.11;1.28;-0.05;0;0.05
23.11;1.42;123.34;-0.78;1.19;-0.04;-0.5;1.69;130.35;-1.1;1.29;-0.05;0.01;0.05
23.08;1.43;125.82;-0.84;1.16;-0.04;-0.51;1.7;129.73;-1.08;1.3;-0.05;0.01;0.05
23.05;1.44;128.31;-0.89;1.13;-0.04;-0.52;1.7;129.16;-1.07;1.32;-0.05;0.01;0.04
23.01;1.46;130.8;-0.95;1.1;-0.04;-0.54;1.7;128.64;-1.06;1.33;-0.05;0;0.04
22.98;1.48;133.29;-1.01;1.07;-0.04;-0.56;1.7;128.18;-1.05;1.34;-0.05;0;0.04
22.95;1.5;135.76;-1.07;1.04;-0.04;-0.58;1.7;127.8;-1.04;1.34;-0.05;-0.01;0.03
22.92;1.52;138.21;-1.14;1.02;-0.04;-0.6;1.7;127.48;-1.04;1.35;-0.05;-0.02;0.03
22.89;1.55;140.63;-1.2;0.99;-0.04;-0.63;1.7;127.23;-1.03;1.36;-0.05;-0.03;0.03
22.86;1.59;143.01;-1.27;0.96;-0.04;-0.65;1.71;127.06;-1.03;1.36;-0.05;-0.04;0.03
22.84;1.63;145.34;-1.34;0.92;-0.04;-0.68;1.71;126.97;-1.03;1.36;-0.05;-0.05;0.02
22.81;1.67;147.61;-1.41;0.89;-0.05;-0.71;1.71;126.96;-1.03;1.37;-0.05;-0.06;0.02
22.78;1.71;149.81;-1.48;0.86;-0.05;-0.73;1.71;127.03;-1.03;1.37;-0.05;-0.07;0.02
22.76;1.76;151.94;-1.56;0.83;-0.05;-0.76;1.71;127.18;-1.04;1.37;-0.05;-0.08;0.01
22.73;1.82;154.01;-1.63;0.8;-0.05;-0.78;1.72;127.42;-1.04;1.36;-0.05;-0.09;0.01
22.71;1.87;155.99;-1.71;0.76;-0.05;-0.81;1.72;127.73;-1.05;1.36;-0.05;-0.1;0.01
22.69;1.93;157.89;-1.79;0.73;-0.05;-0.83;1.72;128.12;-1.06;1.35;-0.05;-0.11;0
22.66;2;159.72;-1.88;0.69;-0.05;-0.85;1.72;128.59;-1.08;1.35;-0.05;-0.12;0
22.64;2.07;161.47;-1.96;0.66;-0.06;-0.86;1.73;129.13;-1.09;1.34;-0.05;-0.12;0
22.62;2.14;163.14;-2.05;0.62;-0.06;-0.88;1.73;129.75;-1.11;1.33;-0.05;-0.13;-0.01
22.6;2.21;164.73;-2.14;0.58;-0.06;-0.89;1.73;130.43;-1.12;1.32;-0.05;-0.13;-0.01
22.58;2.29;166.25;-2.23;0.54;-0.06;-0.9;1.74;131.18;-1.14;1.31;-0.05;-0.14;-0.01
22.56;2.37;167.71;-2.32;0.5;-0.06;-0.9;1.74;132;-1.17;1.29;-0.05;-0.14;-0.01
22.54;2.45;169.09;-2.41;0.46;-0.07;-0.9;1.75;132.87;-1.19;1.28;-0.05;-0.15;-0.01
22.52;2.54;170.41;-2.5;0.42;-0.07;-0.9;1.75;133.79;-1.21;1.27;-0.05;-0.15;-0.02
22.5;2.63;171.67;-2.6;0.38;-0.07;-0.9;1.76;134.76;-1.24;1.25;-0.05;-0.15;-0.02
